datetime,Cum_irr,RadSum,HumDef,WC_slab1,Iglob,Tair,PipeGrow,Tot_PAR,PARout,WC_slab2
2019-12-16 13:00:00.287999887,0.0,61.9999999,6.0,91.6,48.9999997,21.2,0.0,202.0,105.9999997,94.1
2019-12-17 08:44:59.712000112,0.0,0.0,5.2,90.7,0.0,19.9,0.0,149.0,1.0,93.0
2019-12-17 08:50:00.384000060,0.0,0.0,5.1,90.7,0.0,19.8,0.0,100.0,1.0,93.3
2019-12-17 08:55:00.191999714,0.0,0.0,5.0,90.8,0.999999933,19.7,0.0,102.0,5.999999665,93.0
2019-12-17 09:00:00.000000000,0.0,0.0,5.0,90.8,2.0,19.7,0.0,103.0,8.0,93.2
2019-12-17 09:04:59.808000285,0.0,0.0,4.9,91.0,4.000000134,19.5,0.0,104.0,11.0000004,93.3
2019-12-17 09:09:59.615999939,0.0,0.0,4.9,91.0,5.999999732,19.6,0.0,106.0,16.9999992,93.2
2019-12-17 09:15:00.287999887,0.0,0.0,4.7,91.0,7.999999799,19.5,0.0,108.0,19.9999997,93.2
2019-12-17 09:20:00.096000172,0.0,0.0,4.8,91.0,11.99999987,19.6,0.0,112.0,30.99999963,93.3
2019-12-17 09:24:59.903999827,0.0,1.0,4.7,91.0,16.00000003,19.8,0.0,114.0,37.00000013,93.2
2019-12-17 09:29:59.712000112,0.0,1.000000101,4.6,90.9,16.9999999,19.7,0.0,116.0,40.9999999,93.3
2019-12-17 09:35:00.384000060,0.0,1.999999866,4.5,91.0,16.00000013,19.8,0.0,115.0,40.00000013,93.3
2019-12-17 09:40:00.191999714,0.0,2.0,4.5,90.9,17.99999987,19.5,0.0,117.0,44.99999966,93.2
2019-12-17 09:45:00.000000000,0.0,3.0,4.4,90.9,19.0,19.6,0.0,119.0,50.0,93.2
2019-12-17 09:49:59.808000285,0.0,3.000000067,4.3,91.0,16.99999953,19.3,0.0,116.0,42.99999879,93.3
2019-12-17 09:54:59.615999939,0.0,3.999999866,4.3,91.2,10.00000094,19.5,0.0,110.0,25.00000241,93.3
2019-12-17 10:00:00.287999887,0.0,4.0,4.2,90.9,10.0,19.0,0.0,109.0,24.0000001,93.2
2019-12-17 10:05:00.096000172,0.0,4.0,4.2,90.9,9.000000034,18.9,0.0,108.0,21.0000001,93.4
2019-12-17 10:09:59.903999827,0.0,5.0,4.1,91.1,11.99999993,18.9,0.0,111.0,27.99999997,93.3
2019-12-17 10:14:59.712000112,0.0,5.0,4.1,90.9,10.0000007,18.9,0.0,111.0,27.00000121,93.3
2019-12-17 10:20:00.384000060,0.0,5.0,4.0,91.1,16.99999906,18.9,0.0,116.0,38.99999839,93.2
2019-12-17 10:25:00.191999714,0.0,5.999999933,3.9,91.2,28.9999992,18.6,0.0,130.0,62.99999839,93.3
2019-12-17 10:30:00.000000000,0.0,7.0,3.7,90.9,41.0,18.4,0.0,145.0,90.0,93.3
2019-12-17 10:34:59.808000285,0.0,9.000000067,3.6,91.2,41.0000008,18.4,0.0,147.0,93.00000121,93.3
2019-12-17 10:39:59.615999939,0.0,9.999999866,3.6,90.9,52.99999839,18.4,0.0,155.0,110.9999976,93.2
2019-12-17 10:45:00.287999887,0.0,11.9999998,3.6,91.1,62.99999899,18.4,0.0,167.0,134.9999976,93.2
2019-12-17 10:50:00.096000172,0.0,13.99999993,3.7,91.1,70.99999973,18.7,0.0,176.0,151.9999994,93.3
2019-12-17 10:54:59.903999827,0.0,16.00000003,3.9,91.1,53.00000007,19.0,0.0,162.0,123.0,93.3
2019-12-17 10:59:59.712000112,0.0,17.0000002,4.1,91.1,55.0000003,19.3,0.0,162.0,123.0000006,93.2
2019-12-17 11:05:00.384000060,0.0,18.99999973,4.5,91.2,57.9999996,19.9,0.0,164.0,128.9999992,93.3
2019-12-17 11:10:00.191999714,0.0,19.99999993,4.9,91.1,35.00000154,20.2,0.0,141.0,82.00000315,93.4
2019-12-17 11:15:00.000000000,0.0,21.0,5.0,91.2,27.0,20.5,0.0,131.0,62.0,93.4
2019-12-17 11:19:59.808000285,0.0,22.00000013,5.1,91.2,41.00000107,20.6,0.0,144.0,88.00000275,93.4
2019-12-17 11:24:59.615999939,0.0,23.99999973,5.3,91.2,56.99999785,21.0,0.0,164.0,128.9999945,93.4
2019-12-17 11:30:00.287999887,0.0,24.9999999,5.5,91.2,45.00000121,21.2,0.0,151.0,102.0000027,93.4
2019-12-17 11:35:00.096000172,0.0,25.99999997,5.7,91.1,29.00000054,21.4,0.0,134.0,68.00000114,93.5
2019-12-17 11:39:59.903999827,0.0,27.00000003,5.7,91.3,20.0,21.6,0.0,124.0,48.9999999,93.6
2019-12-17 11:44:59.712000112,0.0,28.0000001,5.7,91.3,20.00000151,21.6,0.0,123.0,46.00000312,93.5
2019-12-17 11:50:00.384000060,0.0,28.99999987,5.7,91.3,34.99999799,21.7,0.0,138.0,76.99999584,93.5
2019-12-17 11:55:00.191999714,0.0,29.0,5.7,91.3,23.0000008,21.6,0.0,126.0,52.00000168,93.6
2019-12-17 12:00:00.000000000,0.0,30.0,5.7,91.4,20.0,21.8,0.0,125.0,50.0,93.6
2019-12-17 12:04:59.808000285,0.0,31.0,5.4,91.4,21.99999973,21.4,0.0,125.0,49.99999933,93.6
2019-12-17 12:09:59.615999939,0.0,31.0,5.4,91.5,18.00000054,21.6,0.0,120.0,40.00000134,93.5
2019-12-17 12:15:00.287999887,0.0,31.9999999,5.3,91.5,29.99999879,21.5,0.0,133.0,65.99999738,93.5
2019-12-17 12:20:00.096000172,0.0,32.99999997,5.3,91.4,53.9999992,21.5,0.0,157.0,114.9999984,93.5
2019-12-17 12:24:59.903999827,0.0,35.00000007,5.2,91.5,53.00000037,21.4,0.0,157.0,114.0000006,93.6
2019-12-17 12:29:59.712000112,0.0,37.0000002,5.2,91.5,64.0000005,21.4,0.0,167.0,133.000002,93.6
2019-12-17 12:35:00.384000060,0.0,38.99999973,5.2,91.5,68.99999933,21.6,0.0,176.0,152.9999973,93.5
2019-12-17 12:40:00.191999714,0.0,39.99999993,5.3,91.5,57.0000008,21.6,0.0,157.0,113.0000027,93.6
2019-12-17 12:45:00.000000000,0.0,43.0,5.1,91.6,104.0,21.4,0.0,242.0,284.0,93.6
2019-12-17 12:49:59.808000285,0.0,48.00000034,5.4,91.6,154.0000021,22.1,0.0,259.0,318.0000044,93.6
2019-12-17 12:54:59.615999939,0.0,52.99999933,5.5,91.5,184.9999958,22.3,0.0,291.0,382.9999913,93.6
2019-12-17 13:00:00.287999887,0.0,58.9999994,5.7,91.5,167.0000018,22.3,0.0,275.0,350.0000033,93.6
2019-12-17 13:05:00.096000172,0.0,63.99999983,6.0,91.5,156.0000004,21.7,0.0,261.0,322.0000009,93.6
2019-12-17 13:09:59.903999827,0.0,67.00000003,5.8,91.5,105.9999985,21.9,0.0,183.0,166.9999987,93.6
2019-12-17 13:14:59.712000112,0.0,68.0000003,5.9,91.5,60.00000251,21.9,0.0,164.0,127.0000056,93.6
2019-12-17 13:20:00.384000060,0.0,70.9999996,5.9,91.5,84.99999665,22.1,0.0,191.0,182.9999925,93.6
2019-12-17 13:25:00.191999714,0.0,74.99999973,5.9,91.6,131.9999968,22.1,0.0,246.0,291.9999927,93.6
2019-12-17 13:30:00.000000000,0.0,80.0,5.9,91.6,173.0,22.4,0.0,309.0,417.0,93.9
2019-12-17 13:34:59.808000285,0.0,86.00000027,6.2,91.7,186.9999979,21.8,0.0,300.0,399.9999897,93.6
2019-12-17 13:39:59.615999939,0.0,89.99999946,6.1,91.6,155.0000043,21.8,0.0,224.0,247.0000205,93.6
2019-12-17 13:45:00.287999887,0.0,96.9999993,6.0,91.7,204.999995,22.1,0.0,348.0,496.9999749,93.8
2019-12-17 13:50:00.096000172,0.0,102.9999998,6.3,91.6,195.0000003,22.5,0.0,320.0,439.0000019,93.6
2019-12-17 13:54:59.903999827,0.0,108.0000001,6.8,91.7,182.9999983,22.2,0.0,275.0,349.9999954,93.6
2019-12-17 13:59:59.712000112,0.0,111.0000006,6.7,91.6,133.000003,21.8,0.0,206.0,212.0000151,93.8
2019-12-17 14:05:00.384000060,0.0,116.9999992,6.6,91.7,162.999996,22.0,0.0,281.0,361.9999799,93.6
2019-12-17 14:10:00.191999714,0.0,123.9999995,6.6,91.6,212.9999966,22.3,0.0,318.0,435.999995,93.9
2019-12-17 14:15:00.000000000,0.0,127.0,7.1,91.6,163.0,22.5,0.0,214.0,228.0,93.6
2019-12-17 14:19:59.808000285,0.0,130.0000002,6.8,91.7,112.9999992,21.9,0.0,197.0,193.0000005,93.9
2019-12-17 14:24:59.615999939,0.0,132.9999996,6.7,91.6,101.0000016,21.9,0.0,200.0,199.9999991,93.7
2019-12-17 14:30:00.287999887,0.0,134.9999998,6.7,91.6,73.00000282,21.9,0.0,183.0,165.0000035,93.7
2019-12-17 14:35:00.096000172,0.0,136.9999999,6.5,91.7,38.00000117,21.8,0.0,147.0,94.00000238,93.9
2019-12-17 14:39:59.903999827,0.0,138.0,6.4,91.7,22.00000013,21.8,0.0,126.0,52.00000013,93.6
2019-12-17 14:44:59.712000112,0.0,138.0000001,6.1,91.7,25.9999996,21.7,0.0,128.0,55.9999996,93.9
2019-12-17 14:50:00.384000060,0.0,138.9999999,5.8,91.7,22.00000054,21.7,0.0,126.0,52.00000054,93.6
2019-12-17 14:55:00.191999714,0.0,139.9999999,5.5,91.7,20.00000013,21.4,0.0,126.0,51.00000007,93.7
2019-12-17 15:00:00.000000000,0.0,140.0,5.3,91.7,7.0,21.4,0.0,111.0,22.0,93.6
2019-12-17 15:04:59.808000285,0.0,140.0000001,5.0,91.6,10.0,21.1,0.0,112.0,24.99999987,93.8
2019-12-17 15:09:59.615999939,0.0,140.9999999,4.8,91.7,10.0,21.0,0.0,161.0,23.00000027,93.7
2019-12-17 15:15:00.287999887,0.0,141.0,4.7,91.7,12.9999997,21.0,0.0,162.0,26.9999996,93.7
2019-12-17 15:20:00.096000172,0.0,142.0,4.6,91.6,22.99999966,20.9,0.0,174.0,50.9999992,93.7
2019-12-17 15:24:59.903999827,0.0,142.0,4.4,91.7,26.00000023,20.9,0.0,177.0,56.0000004,93.6
2019-12-17 15:29:59.712000112,0.0,143.0000001,4.4,91.6,32.9999996,20.8,0.0,183.0,67.9999994,93.6
2019-12-17 15:35:00.384000060,0.0,143.9999999,4.3,91.7,29.00000054,20.7,0.0,180.0,62.0000008,93.6
2019-12-17 15:40:00.191999714,0.0,144.9999999,4.3,91.6,28.00000007,20.7,0.0,128.0,56.0000004,93.7
2019-12-17 15:45:00.000000000,0.0,146.0,4.4,91.7,40.0,20.7,0.0,137.0,73.0,93.6
2019-12-17 15:49:59.808000285,0.0,147.0000001,4.5,91.6,26.99999933,21.0,0.0,128.0,55.99999886,93.7
2019-12-17 15:54:59.615999939,0.0,147.9999999,4.6,91.7,17.00000134,20.9,0.0,120.0,39.00000228,93.6
2019-12-17 16:00:00.287999887,0.0,148.0,4.5,91.6,10.0000007,20.7,0.0,113.0,25.00000141,93.6
2019-12-17 16:05:00.096000172,0.0,148.0,4.5,91.7,6.000000134,20.8,0.0,109.0,18.00000023,93.6
2019-12-17 16:09:59.903999827,0.0,149.0,4.5,91.6,5.999999899,20.7,0.0,106.0,12.99999983,93.6
2019-12-17 16:14:59.712000112,0.0,149.0,4.4,91.7,2.999999799,20.6,0.0,104.0,7.999999698,93.6
2019-12-17 16:20:00.384000060,0.0,149.0,4.3,91.6,1.000000268,20.4,0.0,103.0,5.000000402,93.7
2019-12-17 16:25:00.191999714,0.0,149.0,4.3,91.6,6.71e-08,20.5,0.0,103.0,5.0,93.6
2019-12-17 16:30:00.000000000,0.0,149.0,4.3,91.7,0.0,20.5,0.0,102.0,3.0,93.6
2019-12-17 16:34:59.808000285,0.0,149.0,4.3,91.7,0.0,20.6,0.0,100.0,0.0,93.6
2019-12-17 16:39:59.615999939,0.0,149.0,4.3,91.7,0.0,20.5,0.0,100.0,0.0,93.6
2019-12-17 16:45:00.287999887,0.0,149.0,4.3,91.7,0.0,20.5,0.0,100.0,0.0,93.6
2019-12-17 16:50:00.096000172,0.0,149.0,4.3,91.7,0.0,20.5,0.0,100.0,0.0,93.6
2019-12-17 16:54:59.903999827,0.0,149.0,4.2,91.7,0.0,20.4,0.0,149.0,0.0,93.6
2019-12-17 16:59:59.712000112,0.0,149.0,4.3,91.6,0.0,20.5,0.0,149.0,0.0,93.6
2019-12-17 17:05:00.384000060,0.0,149.0,4.3,91.7,0.0,20.5,0.0,149.0,0.0,93.6
2019-12-17 17:10:00.191999714,0.0,149.0,4.4,91.6,0.0,20.6,0.0,149.0,0.0,93.6
2019-12-17 17:15:00.000000000,0.0,149.0,4.5,91.6,0.0,20.5,0.0,149.0,0.0,93.6
2019-12-17 17:19:59.808000285,0.0,149.0,4.5,91.6,0.0,20.2,0.0,149.0,0.0,93.6
2019-12-17 17:24:59.615999939,0.0,149.0,4.6,91.6,0.0,20.5,0.0,149.0,0.0,93.7
2019-12-17 17:30:00.287999887,0.0,149.0,4.8,91.7,0.0,20.3,0.0,149.0,0.0,93.6
2019-12-17 17:35:00.096000172,0.0,149.0,5.0,91.7,0.0,20.7,0.0,149.0,0.0,93.6
2019-12-17 17:39:59.903999827,0.0,149.0,5.2,91.7,0.0,20.7,0.0,149.0,0.0,93.6
2019-12-17 17:44:59.712000112,0.0,149.0,5.4,91.7,0.0,20.7,0.0,149.0,0.0,93.6
2019-12-17 17:50:00.384000060,0.0,149.0,5.5,91.7,0.0,20.7,0.0,149.0,0.0,93.7
2019-12-17 17:55:00.191999714,0.0,149.0,5.6,91.7,0.0,20.9,0.0,149.0,0.0,93.7
2019-12-17 18:00:00.000000000,0.0,149.0,5.5,91.6,0.0,20.7,0.0,149.0,0.0,93.7
2019-12-17 18:04:59.808000285,0.0,149.0,5.5,91.6,0.0,20.6,0.0,149.0,0.0,93.6
2019-12-17 18:09:59.615999939,0.0,149.0,5.6,91.7,0.0,20.5,0.0,149.0,0.0,93.8
2019-12-17 18:15:00.287999887,0.0,149.0,5.8,91.8,0.0,20.9,0.0,149.0,0.0,93.7
2019-12-17 18:20:00.096000172,0.0,149.0,5.9,91.6,0.0,20.7,0.0,149.0,0.0,93.7
2019-12-17 18:24:59.903999827,0.0,149.0,6.0,91.8,0.0,20.8,0.0,149.0,0.0,93.6
2019-12-17 18:29:59.712000112,0.0,149.0,5.9,91.7,0.0,20.6,0.0,0.0,0.0,93.6
2019-12-17 18:35:00.384000060,0.0,149.0,5.8,91.7,0.0,20.6,0.0,0.0,0.0,93.8
2019-12-17 18:40:00.191999714,0.0,149.0,5.8,91.7,0.0,20.5,0.0,0.0,0.0,93.6
2019-12-17 18:45:00.000000000,0.0,149.0,5.8,91.7,0.0,20.5,0.0,1.0,1.0,93.6
2019-12-17 18:49:59.808000285,0.0,149.0,5.9,91.7,0.0,20.5,0.0,0.0,0.0,93.7
2019-12-17 18:54:59.615999939,0.0,149.0,5.9,91.7,0.0,20.4,0.0,0.0,0.0,93.6
2019-12-17 19:00:00.287999887,0.0,149.0,5.8,91.7,0.0,20.0,0.0,0.0,0.0,93.6
2019-12-17 19:05:00.096000172,0.0,149.0,5.4,91.7,0.0,19.2,0.0,0.0,0.0,93.7
2019-12-17 19:09:59.903999827,0.0,149.0,5.1,91.8,0.0,18.7,0.0,0.0,0.0,93.6
2019-12-17 19:14:59.712000112,0.0,149.0,4.8,91.6,0.0,18.1,0.0,0.0,0.0,93.7
2019-12-17 19:20:00.384000060,0.0,149.0,4.6,91.6,0.0,17.6,0.0,0.0,0.0,93.6
2019-12-17 19:25:00.191999714,0.0,149.0,4.5,91.6,0.0,17.3,0.0,0.0,0.0,93.6
2019-12-17 19:30:00.000000000,0.0,149.0,4.2,91.6,0.0,16.5,0.0,0.0,0.0,93.6
2019-12-17 19:34:59.808000285,0.0,149.0,3.7,91.6,0.0,15.5,0.0,0.0,6.71e-08,93.6
2019-12-17 19:39:59.615999939,0.0,149.0,3.4,91.5,0.0,15.2,0.0,0.0,0.999999866,93.6
2019-12-17 19:45:00.287999887,0.0,149.0,3.1,91.6,0.0,14.4,0.0,0.0,1.01e-07,93.5
2019-12-17 19:50:00.096000172,0.0,149.0,3.0,91.4,0.0,14.5,0.0,0.0,0.0,93.4
2019-12-17 19:54:59.903999827,0.0,149.0,3.0,91.4,0.0,14.4,0.0,0.0,0.0,93.4
2019-12-17 19:59:59.712000112,0.0,149.0,2.9,91.5,0.0,14.1,0.0,0.0,1.01e-07,93.4
2019-12-17 20:05:00.384000060,0.0,149.0,2.8,91.4,0.0,14.0,0.0,0.0,0.999999866,93.3
2019-12-17 20:10:00.191999714,0.0,149.0,2.8,91.4,0.0,14.1,0.0,0.0,6.71e-08,93.4
2019-12-17 20:15:00.000000000,0.0,149.0,2.8,91.4,0.0,13.8,0.0,0.0,0.0,93.3
2019-12-17 20:19:59.808000285,0.0,149.0,2.7,91.4,0.0,13.7,0.0,0.0,0.0,93.1
2019-12-17 20:24:59.615999939,0.0,149.0,2.8,91.2,0.0,13.8,0.0,0.0,0.0,93.1
2019-12-17 20:30:00.287999887,0.0,149.0,2.7,91.4,0.0,13.3,0.0,0.0,0.0,93.1
2019-12-17 20:35:00.096000172,0.0,149.0,2.7,91.1,0.0,13.5,0.0,0.0,0.0,93.1
2019-12-17 20:39:59.903999827,0.0,149.0,2.7,91.1,0.0,13.1,0.0,0.0,0.0,93.4
2019-12-17 20:44:59.712000112,0.0,149.0,2.6,91.1,0.0,13.2,0.0,0.0,1.01e-07,93.0
2019-12-17 20:50:00.384000060,0.0,149.0,2.7,91.1,0.0,13.2,0.0,0.0,0.999999866,93.1
2019-12-17 20:55:00.191999714,0.0,149.0,2.7,91.1,0.0,13.2,0.0,0.0,6.71e-08,93.1
2019-12-17 21:00:00.000000000,0.0,149.0,2.6,91.1,0.0,13.0,0.0,1.0,1.0,93.1
2019-12-17 21:04:59.808000285,0.0,149.0,2.6,91.1,0.0,13.2,0.0,0.0,0.0,93.1
2019-12-17 21:09:59.615999939,0.0,149.0,2.6,91.1,0.0,13.3,0.0,0.0,0.0,93.1
2019-12-17 21:15:00.287999887,0.0,149.0,2.5,91.1,0.0,13.0,0.0,0.0,0.0,93.0
2019-12-17 21:20:00.096000172,0.0,149.0,2.5,90.8,0.0,13.2,0.0,0.0,0.0,93.0
2019-12-17 21:24:59.903999827,0.0,149.0,2.5,91.0,0.0,13.2,0.0,0.0,0.0,93.0
2019-12-17 21:29:59.712000112,0.0,149.0,2.5,90.9,0.0,13.3,0.0,0.0,0.0,93.1
2019-12-17 21:35:00.384000060,0.0,149.0,2.5,91.0,0.0,13.1,0.0,0.0,0.0,93.1
2019-12-17 21:40:00.191999714,0.0,149.0,2.4,91.1,0.0,13.0,0.0,0.0,0.0,93.1
2019-12-17 21:45:00.000000000,0.0,149.0,2.4,91.1,0.0,13.1,0.0,0.0,0.0,93.1
2019-12-17 21:49:59.808000285,0.0,149.0,2.3,91.1,0.0,13.1,0.0,0.0,0.0,93.1
2019-12-17 21:54:59.615999939,0.0,149.0,2.3,91.1,0.0,12.9,0.0,0.0,0.0,93.1
2019-12-17 22:00:00.287999887,0.0,149.0,2.2,91.0,0.0,12.9,0.0,0.0,0.0,93.0
2019-12-17 22:05:00.096000172,0.0,149.0,2.2,91.0,0.0,13.0,0.0,0.0,0.0,92.8
2019-12-17 22:09:59.903999827,0.0,149.0,2.1,91.0,0.0,12.9,0.0,0.0,0.0,93.0
2019-12-17 22:14:59.712000112,0.0,149.0,2.1,90.8,0.0,12.8,0.0,0.0,0.0,93.0
2019-12-17 22:20:00.384000060,0.0,149.0,2.0,90.8,0.0,12.8,0.0,0.0,0.0,93.0
2019-12-17 22:25:00.191999714,0.0,149.0,2.0,91.0,0.0,12.8,0.0,0.0,0.0,92.8
2019-12-17 22:30:00.000000000,0.0,149.0,2.0,90.8,0.0,12.6,0.0,0.0,0.0,92.8
2019-12-17 22:34:59.808000285,0.0,149.0,1.9,90.8,0.0,12.6,0.0,0.0,0.0,93.0
2019-12-17 22:39:59.615999939,0.0,149.0,1.9,90.9,0.0,12.4,0.0,0.0,0.0,93.0
2019-12-17 22:45:00.287999887,0.0,149.0,1.9,90.9,0.0,12.5,0.0,0.0,0.0,93.0
2019-12-17 22:50:00.096000172,0.0,149.0,2.1,90.8,0.0,12.8,0.0,0.0,0.0,93.0
2019-12-17 22:54:59.903999827,0.0,149.0,2.3,90.8,0.0,13.0,0.0,0.0,0.0,92.8
2019-12-17 22:59:59.712000112,0.0,149.0,2.4,90.9,0.0,13.2,0.0,0.0,0.0,92.8
2019-12-17 23:05:00.384000060,0.0,149.0,2.4,90.9,0.0,13.2,0.0,0.0,0.0,93.0
2019-12-17 23:10:00.191999714,0.0,149.0,2.4,90.9,0.0,12.9,0.0,0.0,0.0,92.8
2019-12-17 23:15:00.000000000,0.0,149.0,2.4,90.8,0.0,12.9,0.0,0.0,0.0,92.9
2019-12-17 23:19:59.808000285,0.0,149.0,2.3,90.9,0.0,13.0,0.0,0.0,0.0,93.0
2019-12-17 23:24:59.615999939,0.0,149.0,2.4,90.9,0.0,13.2,0.0,0.0,0.0,92.8
2019-12-17 23:30:00.287999887,0.0,149.0,2.3,90.8,0.0,13.0,0.0,0.0,0.0,92.8
2019-12-17 23:35:00.096000172,0.0,149.0,2.3,90.9,0.0,13.1,0.0,0.0,0.0,92.8
2019-12-17 23:39:59.903999827,0.0,149.0,2.2,90.8,0.0,12.9,0.0,0.0,0.0,92.8
2019-12-17 23:44:59.712000112,0.0,149.0,2.2,91.0,0.0,12.9,0.0,0.0,0.0,92.8
2019-12-17 23:50:00.384000060,0.0,149.0,2.2,90.8,0.0,12.9,0.0,0.0,0.0,92.9
2019-12-17 23:55:00.191999714,0.0,149.0,2.1,90.9,0.0,12.8,0.0,0.0,0.0,92.8
2019-12-18 00:00:00.000000000,0.0,149.0,2.1,90.8,0.0,12.8,0.0,0.0,0.0,92.9
2019-12-18 00:04:59.808000285,0.0,0.0,2.1,90.7,0.0,13.0,0.0,0.0,0.0,92.8
2019-12-18 00:09:59.615999939,0.0,0.0,2.2,90.9,0.0,13.3,0.0,0.0,0.0,92.8
2019-12-18 00:15:00.287999887,0.0,0.0,2.3,90.7,0.0,13.5,0.0,0.0,0.0,92.8
2019-12-18 00:20:00.096000172,0.0,0.0,2.3,90.8,0.0,13.5,0.0,149.0,0.0,92.8
2019-12-18 00:24:59.903999827,0.0,0.0,2.4,90.9,0.0,13.7,0.0,149.0,0.0,92.8
2019-12-18 00:29:59.712000112,0.0,0.0,2.6,90.7,0.0,14.2,0.0,149.0,0.0,92.9
2019-12-18 00:35:00.384000060,0.0,0.0,2.8,90.9,0.0,14.5,0.0,149.0,0.0,92.8
2019-12-18 00:40:00.191999714,0.0,0.0,3.0,91.0,0.0,14.8,0.0,149.0,0.0,92.8
2019-12-18 00:45:00.000000000,0.0,0.0,3.2,90.9,0.0,15.1,0.0,149.0,0.0,92.8
2019-12-18 00:49:59.808000285,0.0,0.0,3.3,90.9,0.0,15.3,0.0,149.0,0.0,92.9
2019-12-18 00:54:59.615999939,0.0,0.0,3.3,91.0,0.0,15.4,0.0,149.0,0.0,92.9
2019-12-18 01:00:00.287999887,0.0,0.0,3.3,91.0,0.0,15.4,0.0,149.0,0.0,93.0
2019-12-18 01:05:00.096000172,0.0,0.0,3.4,91.0,0.0,15.7,0.0,149.0,0.0,92.9
2019-12-18 01:09:59.903999827,0.0,0.0,3.4,91.0,0.0,15.7,0.0,149.0,0.0,93.0
2019-12-18 01:14:59.712000112,0.0,0.0,3.4,91.0,0.0,15.7,0.0,149.0,0.0,93.0
2019-12-18 01:20:00.384000060,0.0,0.0,3.4,90.9,0.0,15.8,0.0,149.0,0.0,93.0
2019-12-18 01:25:00.191999714,0.0,0.0,3.4,90.9,0.0,15.9,0.0,149.0,0.0,93.0
2019-12-18 01:30:00.000000000,0.0,0.0,3.4,91.0,0.0,15.9,0.0,149.0,0.0,93.1
2019-12-18 01:34:59.808000285,0.0,0.0,3.3,91.1,0.0,15.9,0.0,149.0,0.0,93.0
2019-12-18 01:39:59.615999939,0.0,0.0,3.3,91.0,0.0,16.1,0.0,149.0,0.0,93.1
2019-12-18 01:45:00.287999887,0.0,0.0,3.3,91.2,0.0,16.0,0.0,149.0,0.0,93.0
2019-12-18 01:50:00.096000172,0.0,0.0,3.3,91.2,0.0,16.1,0.0,149.0,0.0,93.1
2019-12-18 01:54:59.903999827,0.0,0.0,3.4,91.1,0.0,16.2,0.0,149.0,0.0,93.1
2019-12-18 01:59:59.712000112,0.0,0.0,3.3,91.2,0.0,16.0,0.0,149.0,0.0,93.1
2019-12-18 02:05:00.384000060,0.0,0.0,3.4,91.2,0.0,16.2,0.0,149.0,0.0,93.2
